,f1,f2,f3,tort1,tort2,tort3,davg1,davg2,davg3,tpbconn,tpbconnfrac,tpbtot,sa12,sa13,sa23
bedcbcbccaaz0j.npy,0.7509989862913518,-0.11185633760087318,-1.0683634001378983,-1.1343492769662415,0.1331480729097074,0.9305895364334834,-0.9150743036961967,0.30465198647728975,0.318129544123264,0.5324002581499053,-0.4978787820010055,0.4642639315963381,0.9923124774509628,0.4651122369496927,-0.7435933916300597
bedbcbcbbaaz0f.npy,-0.48204924297540797,-0.02894902712569497,0.8639031658624201,0.8774630293462156,0.06775163136951003,-0.92930690147425,0.008747736351781004,-0.9519701491378438,-1.3927952774610217,1.0992372319373696,0.3851269549947736,1.2679145494761521,-0.13998283962211414,0.5751360836958128,1.4647182646043018
ccdccdcbbaaz0l.npy,0.4966383820398619,-0.6118404696712126,0.24456903015162207,1.1392779813518024,-0.08949234731613749,-0.5667888809160837,1.2513885029257519,-0.7371930378224294,-0.5690473379695045,0.3869832707104062,0.08351094750058861,0.39551984595740464,-0.08373502086507918,-0.08595020859992289,0.79164935488044
ccdedebbcaaz0e.npy,1.2308400024994146,-0.5489648455757719,-1.1044425674168956,-1.0058021812483497,-0.17099681178814513,1.313709293429287,-0.15426936445155592,-0.14345709889993638,2.126780563387244,-0.7163705077290454,-0.36202400348523506,-0.9320420638281403,0.9657883725165128,-0.8131568689221899,-1.509390631763254
beddcdbabaaz0k.npy,-0.2663963494651839,0.46921968385499585,-0.3805596243366074,0.6566493996397851,-0.5792429187047927,0.11007530558811289,-0.8778361946381044,-1.0480917095863191,-0.8251786935873703,1.2109991396271798,-1.3391533940076612,1.141103000825567,0.8838030626889727,0.205380140113952,0.9744020458924836
bedbeccacaaz0k.npy,-0.029367183972957494,0.3005413186548578,-0.4819170106066811,-0.4754811293085958,-0.7260375473111191,0.7819155682046496,0.4863329968343669,-0.2889420179150349,1.180651403416463,-0.09315084126361259,0.36393965047718413,-0.08902441217872115,0.46191900934088037,-0.578622872433667,-0.26260754697844385
bededcbbcaaz0k.npy,0.17778477453062405,0.5016582880379535,-1.1867891694788102,-0.37073900559768813,-0.6926354443427957,0.952398476612791,-0.41490768076947493,-0.1529482706951592,0.9612934751593218,0.06525500989052199,-0.7544829394194198,-0.09847908714295023,0.8043476083556502,-0.4377332124913187,-0.3782649268552505
agdbbbbabaaz0h.npy,-1.1537989708140906,1.1721890186479604,-0.12745448383024377,1.2087916033391208,-0.8019459026953363,-0.09688548991264186,-1.781465223155143,-1.6839913733522676,-1.838778346131028,2.3758753216340756,-0.3901915998026555,2.5698901969188115,1.1790951155706184,0.807387409621983,1.915264325646632
ccdbbbcbbaaz0l.npy,0.4894266424219119,-0.8383363657344673,0.6572265486948279,-0.04513329719449551,0.33865336869921797,-0.7262947977445423,0.30706091711360795,-1.392095998139887,-1.530633713587143,1.4829376214135828,-0.07133706182671229,1.6092309993255485,0.20040581310639427,0.7013384558364762,1.5223745356513692
ccdddbbcbaaz0h.npy,0.9577895269684595,-1.812162566184211,1.589544075356649,-1.0209786164602845,2.2295031547494837,-1.4885270286744527,-0.7657444454283876,1.155901771794153,-0.9842996529520136,0.08570184139828611,0.4467064698321858,0.13350528619032323,-1.3664241619817687,2.066491129260112,-0.7483151088392452
agddcbcbbaaz0k.npy,-1.818565441568804,1.1439489883305156,1.0432484247191982,,-1.019251337300619,-0.9450054505859874,0.9757442581382604,-0.7918128835204236,-1.3292243300170876,-0.9828068972186388,2.2759475062212715,-0.1745420270999027,-1.3534788025579572,-0.7201755396008931,1.7977370832892352
ccdedecbcaaz0f.npy,0.599580149167033,-0.357240534833953,-0.3791798658364202,0.8905492500838869,-0.5189742361490121,0.6372800181663734,1.4537821679695404,0.15753727201865755,2.0324873813429893,-1.3835925879806654,0.5317169604364542,-1.5110783403538128,0.010594842817597233,-1.652042318433268,-0.8961715848106847
bedcecbacaaz0e.npy,0.3691645144765184,0.07809480185120113,-0.7604858160225898,-0.6960427984436522,-0.2799298193222048,0.8655794301881611,-0.9631727253090829,-0.5347440722049565,0.7591236775476035,0.5548368216462026,-0.4120602939997079,0.5019070293505623,1.2155091702599716,0.07348874756525031,-0.4763476612772799
agdecebccaaz0m.npy,-0.8254487983471179,1.1421665748970433,-0.6279519576518451,0.11292682798456619,-0.9505063883224553,1.1083971939728134,-0.279927611160242,1.1134806320947708,1.9869837767567184,-0.752527501703016,-0.20445697590460918,-0.9482551593171041,0.231179591398524,-1.0173957179926685,-1.0366373970250886
agdedecacaaz0a.npy,-1.3761678660806593,1.8645998643835309,-0.976897785044287,-1.5380203675076192,-1.7020792400723115,1.0384892690866887,1.5119786381997122,0.4487552359974481,1.7378360424332429,-2.749820869502972,2.042030972765064,-2.3756406589725585,-0.4778779055976303,-2.520617279062984,-0.4398030073151142
ccdebdcabaaz0k.npy,-0.26177130908040247,0.21672959840047065,0.05810552481925944,1.8446816248745144,-0.8620390366174288,-0.40647377615071273,1.931165760445182,-0.9229717041449205,-0.8468765555686852,-0.7740752507714207,0.904437121578605,-0.7112802839795039,-0.9053366880838087,-1.3155979771208204,1.3614346763583358
agdbebccbaaz0j.npy,-1.4969672741665607,0.015835760773118743,2.4958212867712875,1.6001901620228607,1.1825037656831945,-2.0878147489481083,0.10861709997216762,1.3101185058211706,-0.5655699054240337,-0.7124145315974449,0.8668652501196809,-0.6535569935591373,-1.956262070453535,0.7590780631294075,0.09100133668688482
ccddedccbaaz0g.npy,0.6592708649833334,-2.0951754914572707,2.593268189982458,-0.2776055195990353,1.1858994221562176,-2.0583452942850777,1.3683495540888722,2.2819552561592262,0.3403671849259872,-1.8576602922323044,0.5706751920144503,-2.0384153326767662,-2.6313821055157,0.7007920928583631,-1.4294639647012481
ccdedebbcaaz0d.npy,1.2958010487661595,-0.5117863419660234,-1.279704581575152,-1.2923215899895466,-0.01140169199564834,0.10922778276777613,-0.26498799892784086,-0.11839963029192505,1.4167761763986935,-0.4174628195164115,-0.7415559972165764,-0.6442541485365725,1.013791736987941,-0.6155369360747651,-1.2325515161735172
bedddcbbcaaz0i.npy,0.19640956290647113,0.13661737625022685,-0.5727102560758321,-0.42563650857135754,-0.35573015650033013,0.6842159922025717,-0.6222897386602212,-0.1935477138298759,1.2657666179006155,0.21781547312493066,-0.2600142426023739,0.1429607256527954,0.8522026942193712,-0.17428763313559173,-0.45958501247418
agdccdcabaaz0o.npy,-1.5283496963942047,1.6293925877024567,-0.3044231028339075,0.8235526234792588,-1.3546166544919227,0.030024765115670628,0.36126213864565215,-0.7187687525836103,-0.7620459330735699,-0.1951288947296389,1.0013203189826991,-0.021970197809483963,-0.24280946186664945,-0.8417060376696307,1.2625848739753252
ccddeccbcaaz0c.npy,0.5127540167698319,-0.5182386785951959,0.051888440409786955,-0.07577076420953284,-0.37479763817991424,0.5627472332657437,1.1172712639391922,0.29205154549333123,2.907977208066233,-0.9558418879155374,0.1643544055250891,-1.1108206067870035,-0.22673755998681308,-0.9402064945394702,-0.7605162538735999
ccdeedbcbaaz0a.npy,1.338758534639431,-1.8919051025852909,1.0882504972227574,-1.3681278396260925,1.17601436387955,-1.3212456524457687,-0.2134373365377407,2.9838553372389125,-0.214395496895405,-1.3882080428585517,0.9221505411794062,-1.4017581817935816,-2.1801555420416197,1.6463044373904596,-2.106207108670195
agdbdccbcaaz0e.npy,-1.2601472048114903,1.4004765702884185,-0.35182282674134424,1.0518716113416273,-1.2620244414876993,-0.009434494075337458,0.4807447185254482,0.00030608451625800545,0.7269232845453691,-0.46057376243498865,0.944580513818942,-0.34245387563527724,0.07234019669287818,-0.9880226335332148,0.1350444493066522
bededdccbaaz0m.npy,-0.5579719119026127,-0.6515816877064207,2.0928687700644226,0.5443782660187874,0.8892354806583811,-1.5801619387268384,0.8353469450626221,1.3060118218996348,0.01187131088608031,-1.056557215179197,0.20592793250174546,-1.2163618843562138,-1.7238438768329811,0.09276945673648439,-0.09703198857630273
agdcbbcabaaz0o.npy,-1.5991391243913553,1.4089357724130565,0.20474513760307972,1.250587552093372,-1.1907131831295619,-0.31632169542469907,0.7611045007247881,-1.4050053591863807,-1.6795235530116497,-0.003296485909932751,1.9344128284740532,0.6601419175106757,-0.5888113577404773,-0.5373322695925522,2.118312210116403
agddbdcbbaaz0i.npy,-1.6256777168986496,1.6843873038094521,-0.23757602138576903,0.9520652117402595,-1.4964433108881456,-0.20116077305698002,0.823721024561377,-0.5865326304977401,-0.902608240637996,-0.8472777570084398,1.576522389051738,-0.513610514322903,-0.5994647862830359,-1.231306431419821,1.360273646633701
ccddcbcabaaz0g.npy,0.22238733464854546,-0.640452826350316,0.7575380266601943,0.9898785295868873,0.03852263017016682,-0.9249179170080928,0.8981468669407562,-1.3135863004864048,-1.3545703749868911,0.5497844690207346,0.26400694405828856,0.6174447612801655,-0.5293342879414794,0.034145704793229814,1.582200337104995
agdebdbbbaaz0h.npy,-1.411096614184181,1.5684089624589939,-0.394273163135418,1.8923143353564915,-1.2137215301485675,0.21607901881421565,-0.6449710143249503,-0.7920901634880351,-0.9871792717671768,0.586655898065292,0.1035738581023708,0.6258675826878799,0.3463203994495826,-0.3944515342819534,1.277206165606177
